facetID,X,Y,Z,x1,y1,z1,x2,y2,z2,x3,y3,z3
0,0,-0.991445,-0.130526,8.98116,16.1486,2.66907,11.8082,16.0783,3.20289,8.98116,16.0783,3.20289
1,0,-0.991445,-0.130527,11.8082,16.3594,1.06763,14.6353,16.3594,1.06763,14.6353,16.2892,1.60144
2,0,-0.92388,-0.382683,8.98116,14.9076,6.75769,11.8082,14.7015,7.25513,8.98116,14.7015,7.25513
3,0,-0.92388,-0.382683,11.8082,15.5257,5.26539,14.6353,15.5257,5.26539,14.6353,15.3196,5.76282
4,0,-0.793353,-0.608761,8.98116,12.6506,10.3858,11.8082,12.3228,10.8129,8.98116,12.3228,10.8129
5,0,-0.793353,-0.608761,11.8082,13.6339,9.10432,14.6353,13.6339,9.10432,14.6353,13.3061,9.53147
6,0,-0.608761,-0.793353,8.98116,9.53147,13.3061,11.8082,9.10432,13.6339,8.98116,9.10432,13.6339
7,0,-0.608761,-0.793353,11.8082,10.8129,12.3228,14.6353,10.8129,12.3228,14.6353,10.3858,12.6506
8,0,-0.382683,-0.92388,8.98116,5.76282,15.3196,11.8082,5.26539,15.5257,8.98116,5.26539,15.5257
9,0,-0.382683,-0.92388,11.8082,7.25513,14.7015,14.6353,7.25513,14.7015,14.6353,6.75769,14.9076
10,0,-0.130527,-0.991445,8.98116,1.60144,16.2892,11.8082,1.06763,16.3594,8.98116,1.06763,16.3594
11,0,-0.130526,-0.991445,11.8082,3.20289,16.0783,14.6353,3.20289,16.0783,14.6353,2.66907,16.1486
12,0,0.130526,-0.991445,8.98116,-2.66907,16.1486,11.8082,-3.20289,16.0783,8.98116,-3.20289,16.0783
13,0,0.130527,-0.991445,11.8082,-1.06763,16.3594,14.6353,-1.06763,16.3594,14.6353,-1.60144,16.2892
14,0,0.382683,-0.92388,8.98116,-6.75769,14.9076,11.8082,-7.25513,14.7015,8.98116,-7.25513,14.7015
15,0,0.382683,-0.92388,11.8082,-5.26539,15.5257,14.6353,-5.26539,15.5257,14.6353,-5.76282,15.3196
16,0,0.608761,-0.793353,8.98116,-10.3858,12.6506,11.8082,-10.8129,12.3228,8.98116,-10.8129,12.3228
17,0,0.608761,-0.793353,11.8082,-9.10432,13.6339,14.6353,-9.10432,13.6339,14.6353,-9.53147,13.3061
18,0,0.793353,-0.608761,8.98116,-13.3061,9.53147,11.8082,-13.6339,9.10432,8.98116,-13.6339,9.10432
19,0,0.793353,-0.608761,11.8082,-12.3228,10.8129,14.6353,-12.3228,10.8129,14.6353,-12.6506,10.3858
20,0,0.92388,-0.382683,8.98116,-15.3196,5.76282,11.8082,-15.5257,5.26539,8.98116,-15.5257,5.26539
21,0,0.92388,-0.382683,11.8082,-14.7015,7.25513,14.6353,-14.7015,7.25513,14.6353,-14.9076,6.75769
22,0,0.991445,-0.130527,8.98116,-16.2892,1.60144,11.8082,-16.3594,1.06763,8.98116,-16.3594,1.06763
23,0,0.991445,-0.130526,11.8082,-16.0783,3.20289,14.6353,-16.0783,3.20289,14.6353,-16.1486,2.66907
24,-0.704058,0.704067,-0.0926925,0.499993,-16.3594,1.06763,0.499993,-16.5,0,0.374993,-16.4802,1.09998
25,-0.704058,0.704068,-0.0926925,-6.12706e-06,-16.4207,4.39992,0.124994,-16.4405,3.29994,-6.12706e-06,-16.5655,3.29994
26,-0.704054,0.65609,-0.271761,0.499993,-15.5257,5.26539,0.499993,-15.9378,4.27051,0.374993,-15.6339,5.32788
27,-0.704052,0.656091,-0.271762,-6.12706e-06,-14.7224,8.49999,0.124994,-15.0263,7.44262,-6.12706e-06,-15.147,7.47498
28,-0.704054,0.563397,-0.43231,0.499993,-13.6339,9.10432,0.499993,-14.2894,8.25,0.374993,-13.7223,9.1927
29,-0.704055,0.563396,-0.432309,-6.12706e-06,-12.0208,12.0208,0.124994,-12.588,11.0781,-6.12706e-06,-12.6962,11.1406
30,-0.704052,0.432311,-0.563399,0.499993,-10.8129,12.3228,0.499993,-11.6673,11.6673,0.374993,-10.8754,12.4311
31,-0.704052,0.432311,-0.563399,-6.12706e-06,-8.49999,14.7224,0.124994,-9.29181,13.9586,-6.12706e-06,-9.3802,14.047
32,-0.704055,0.271761,-0.656089,0.499993,-7.25513,14.7015,0.499993,-8.25,14.2894,0.374993,-7.28748,14.8222
33,-0.704055,0.271761,-0.656089,-6.12706e-06,-4.39992,16.4207,0.124994,-5.36244,15.8879,-6.12706e-06,-5.42494,15.9962
34,-0.704058,0.0926913,-0.704068,0.499993,-3.20289,16.0783,0.499993,-4.27051,15.9378,0.374993,-3.20289,16.2033
35,-0.704052,0.0926931,-0.704073,-6.12706e-06,-5.18892e-14,17,0.124994,-1.06763,16.7344,-6.12706e-06,-1.09998,16.8552
36,-0.704058,-0.0926925,-0.704067,0.499993,1.06763,16.3594,0.499993,-4.67407e-15,16.5,0.374993,1.09998,16.4802
37,-0.704058,-0.0926925,-0.704068,-6.12706e-06,4.39992,16.4207,0.124994,3.29994,16.4405,-6.12706e-06,3.29994,16.5655
38,-0.704054,-0.271761,-0.65609,0.499993,5.26539,15.5257,0.499993,4.27051,15.9378,0.374993,5.32788,15.6339
39,-0.704052,-0.271762,-0.656091,-6.12706e-06,8.49999,14.7224,0.124994,7.44262,15.0263,-6.12706e-06,7.47498,15.147
40,-0.704054,-0.43231,-0.563397,0.499993,9.10432,13.6339,0.499993,8.25,14.2894,0.374993,9.1927,13.7223
41,-0.704055,-0.432309,-0.563396,-6.12706e-06,12.0208,12.0208,0.124994,11.0781,12.588,-6.12706e-06,11.1406,12.6962
42,-0.704052,-0.563399,-0.432311,0.499993,12.3228,10.8129,0.499993,11.6673,11.6673,0.374993,12.4311,10.8754
43,-0.704052,-0.563399,-0.432311,-6.12706e-06,14.7224,8.49999,0.124994,13.9586,9.29181,-6.12706e-06,14.047,9.3802
44,-0.704055,-0.656088,-0.271761,0.499993,14.7015,7.25513,0.499993,14.2894,8.25,0.374993,14.8222,7.28748
45,-0.704055,-0.656089,-0.271761,-6.12706e-06,16.4207,4.39992,0.124994,15.8879,5.36244,-6.12706e-06,15.9962,5.42494
46,-0.704058,-0.704067,-0.0926925,0.499993,16.5,0,0.499993,16.3594,1.06763,0.374993,16.4802,1.09998
47,-0.704058,-0.704068,-0.0926925,0.124994,16.4405,3.29994,-6.12706e-06,16.4207,4.39992,-6.12706e-06,16.5655,3.29994
48,-0.704058,-0.704067,0.0926925,0.499993,16.3594,-1.06763,0.499993,16.5,0,0.374993,16.4802,-1.09998
49,-0.704058,-0.704068,0.0926925,-6.12706e-06,16.4207,-4.39992,0.124994,16.4405,-3.29994,-6.12706e-06,16.5655,-3.29994
50,-0.704054,-0.65609,0.271761,0.499993,15.5257,-5.26539,0.499993,15.9378,-4.27051,0.374993,15.6339,-5.32788
51,-0.704052,-0.656091,0.271762,-6.12706e-06,14.7224,-8.49999,0.124994,15.0263,-7.44262,-6.12706e-06,15.147,-7.47498
52,-0.704054,-0.563397,0.43231,0.499993,13.6339,-9.10432,0.499993,14.2894,-8.25,0.374993,13.7223,-9.1927
53,-0.704055,-0.563396,0.432309,-6.12706e-06,12.0208,-12.0208,0.124994,12.588,-11.0781,-6.12706e-06,12.6962,-11.1406
54,-0.704052,-0.432311,0.563399,0.499993,10.8129,-12.3228,0.499993,11.6673,-11.6673,0.374993,10.8754,-12.4311
55,-0.704052,-0.432311,0.563399,-6.12706e-06,8.49999,-14.7224,0.124994,9.29181,-13.9586,-6.12706e-06,9.3802,-14.047
56,-0.704055,-0.271761,0.656089,0.499993,7.25513,-14.7015,0.499993,8.25,-14.2894,0.374993,7.28748,-14.8222
57,-0.704055,-0.271761,0.656089,-6.12706e-06,4.39992,-16.4207,0.124994,5.36244,-15.8879,-6.12706e-06,5.42494,-15.9962
58,-0.704058,-0.0926913,0.704068,0.499993,3.20289,-16.0783,0.499993,4.27051,-15.9378,0.374993,3.20289,-16.2033
59,-0.704052,-0.0926931,0.704073,-6.12706e-06,2.6132e-14,-17,0.124994,1.06763,-16.7344,-6.12706e-06,1.09998,-16.8552
60,-0.704058,0.0926925,0.704067,0.499993,-1.06763,-16.3594,0.499993,4.67407e-15,-16.5,0.374993,-1.09998,-16.4802
61,-0.704058,0.0926925,0.704068,-6.12706e-06,-4.39992,-16.4207,0.124994,-3.29994,-16.4405,-6.12706e-06,-3.29994,-16.5655
62,-0.704054,0.271761,0.65609,0.499993,-5.26539,-15.5257,0.499993,-4.27051,-15.9378,0.374993,-5.32788,-15.6339
63,-0.704052,0.271762,0.656091,-6.12706e-06,-8.49999,-14.7224,0.124994,-7.44262,-15.0263,-6.12706e-06,-7.47498,-15.147
64,-0.704054,0.43231,0.563397,0.499993,-9.10432,-13.6339,0.499993,-8.25,-14.2894,0.374993,-9.1927,-13.7223
65,-0.704055,0.432309,0.563396,-6.12706e-06,-12.0208,-12.0208,0.124994,-11.0781,-12.588,-6.12706e-06,-11.1406,-12.6962
66,-0.704052,0.563399,0.432311,0.499993,-12.3228,-10.8129,0.499993,-11.6673,-11.6673,0.374993,-12.4311,-10.8754
67,-0.704052,0.563399,0.432311,-6.12706e-06,-14.7224,-8.49999,0.124994,-13.9586,-9.29181,-6.12706e-06,-14.047,-9.3802
68,-0.704055,0.656088,0.271761,0.499993,-14.7015,-7.25513,0.499993,-14.2894,-8.25,0.374993,-14.8222,-7.28748
69,-0.704055,0.656089,0.271761,-6.12706e-06,-16.4207,-4.39992,0.124994,-15.8879,-5.36244,-6.12706e-06,-15.9962,-5.42494
70,-0.704058,0.704067,0.0926925,0.499993,-16.5,0,0.499993,-16.3594,-1.06763,0.374993,-16.4802,-1.09998
71,-0.704058,0.704068,0.0926925,0.124994,-16.4405,-3.29994,-6.12706e-06,-16.4207,-4.39992,-6.12706e-06,-16.5655,-3.29994
72,0,0.991445,0.130526,8.98116,-16.1486,-2.66907,11.8082,-16.0783,-3.20289,8.98116,-16.0783,-3.20289
73,0,0.991445,0.130527,11.8082,-16.3594,-1.06763,14.6353,-16.3594,-1.06763,14.6353,-16.2892,-1.60144
74,0,0.92388,0.382683,8.98116,-14.9076,-6.75769,11.8082,-14.7015,-7.25513,8.98116,-14.7015,-7.25513
75,0,0.92388,0.382683,11.8082,-15.5257,-5.26539,14.6353,-15.5257,-5.26539,14.6353,-15.3196,-5.76282
76,0,0.793353,0.608761,8.98116,-12.6506,-10.3858,11.8082,-12.3228,-10.8129,8.98116,-12.3228,-10.8129
77,0,0.793353,0.608761,11.8082,-13.6339,-9.10432,14.6353,-13.6339,-9.10432,14.6353,-13.3061,-9.53147
78,0,0.608761,0.793353,8.98116,-9.53147,-13.3061,11.8082,-9.10432,-13.6339,8.98116,-9.10432,-13.6339
79,0,0.608761,0.793353,11.8082,-10.8129,-12.3228,14.6353,-10.8129,-12.3228,14.6353,-10.3858,-12.6506
80,0,0.382683,0.92388,8.98116,-5.76282,-15.3196,11.8082,-5.26539,-15.5257,8.98116,-5.26539,-15.5257
81,0,0.382683,0.92388,11.8082,-7.25513,-14.7015,14.6353,-7.25513,-14.7015,14.6353,-6.75769,-14.9076
82,0,0.130527,0.991445,8.98116,-1.60144,-16.2892,11.8082,-1.06763,-16.3594,8.98116,-1.06763,-16.3594
83,0,0.130526,0.991445,11.8082,-3.20289,-16.0783,14.6353,-3.20289,-16.0783,14.6353,-2.66907,-16.1486
84,0,-0.130526,0.991445,8.98116,2.66907,-16.1486,11.8082,3.20289,-16.0783,8.98116,3.20289,-16.0783
85,0,-0.130527,0.991445,11.8082,1.06763,-16.3594,14.6353,1.06763,-16.3594,14.6353,1.60144,-16.2892
86,0,-0.382683,0.92388,8.98116,6.75769,-14.9076,11.8082,7.25513,-14.7015,8.98116,7.25513,-14.7015
87,0,-0.382683,0.92388,11.8082,5.26539,-15.5257,14.6353,5.26539,-15.5257,14.6353,5.76282,-15.3196
88,0,-0.608761,0.793353,8.98116,10.3858,-12.6506,11.8082,10.8129,-12.3228,8.98116,10.8129,-12.3228
89,0,-0.608761,0.793353,11.8082,9.10432,-13.6339,14.6353,9.10432,-13.6339,14.6353,9.53147,-13.3061
90,0,-0.793353,0.608761,8.98116,13.3061,-9.53147,11.8082,13.6339,-9.10432,8.98116,13.6339,-9.10432
91,0,-0.793353,0.608761,11.8082,12.3228,-10.8129,14.6353,12.3228,-10.8129,14.6353,12.6506,-10.3858
92,0,-0.92388,0.382683,8.98116,15.3196,-5.76282,11.8082,15.5257,-5.26539,8.98116,15.5257,-5.26539
93,0,-0.92388,0.382683,11.8082,14.7015,-7.25513,14.6353,14.7015,-7.25513,14.6353,14.9076,-6.75769
94,0,-0.991445,0.130527,8.98116,16.2892,-1.60144,11.8082,16.3594,-1.06763,8.98116,16.3594,-1.06763
95,0,-0.991445,0.130526,11.8082,16.0783,-3.20289,14.6353,16.0783,-3.20289,14.6353,16.1486,-2.66907
96,0.339432,0.932583,0.122777,28.1728,-17.9263,-3.14539,29.8582,-18.4485,-3.83798,28.1728,-17.856,-3.6792
97,0.339433,0.932583,0.122777,29.8582,-18.7714,-1.38517,31.5437,-19.3849,-1.38517,31.5437,-19.2937,-2.07776
98,0.339433,0.869029,0.359965,28.1728,-16.5013,-7.67787,29.8582,-16.8266,-8.48203,28.1728,-16.2953,-8.17531
99,0.339433,0.869029,0.359963,29.8582,-17.7733,-6.19638,31.5437,-18.3659,-6.35516,31.5437,-18.0985,-7.00055
100,0.339433,0.746252,0.572619,28.1728,-13.9519,-11.6871,29.8582,-14.0579,-12.5481,28.1728,-13.6241,-12.1143
101,0.339433,0.746252,0.572619,29.8582,-15.564,-10.5853,31.5437,-16.0952,-10.892,31.5437,-15.67,-11.4463
102,0.339432,0.572619,0.746252,28.1728,-10.4517,-14.8999,29.8582,-10.3312,-15.7589,28.1728,-10.0245,-15.2277
103,0.339433,0.572619,0.746253,29.8582,-12.294,-14.2529,31.5437,-12.7277,-14.6867,31.5437,-12.1735,-15.1119
104,0.339433,0.359964,0.869029,28.1728,-6.23914,-17.0973,29.8582,-5.90048,-17.8959,28.1728,-5.7417,-17.3033
105,0.339433,0.359963,0.869029,29.8582,-8.18613,-16.9491,31.5437,-8.49285,-17.4804,31.5437,-7.84746,-17.7477
106,0.339433,0.122774,0.932583,28.1728,-1.60144,-18.1295,29.8582,-1.06763,-18.8133,28.1728,-1.06763,-18.1998
107,0.339433,0.122774,0.932583,29.8582,-3.52043,-18.4903,31.5437,-3.6792,-19.0829,31.5437,-2.98662,-19.1741
108,0.339432,-0.122777,0.932583,28.1728,3.14539,-17.9263,29.8582,3.83798,-18.4485,28.1728,3.6792,-17.856
109,0.339433,-0.122777,0.932583,29.8582,1.38517,-18.7714,31.5437,1.38517,-19.3849,31.5437,2.07776,-19.2937
110,0.339433,-0.359965,0.869029,28.1728,7.67787,-16.5013,29.8582,8.48203,-16.8266,28.1728,8.17531,-16.2953
111,0.339433,-0.359963,0.869029,29.8582,6.19638,-17.7733,31.5437,6.35516,-18.3659,31.5437,7.00055,-18.0985
112,0.339433,-0.572619,0.746252,28.1728,11.6871,-13.9519,29.8582,12.5481,-14.0579,28.1728,12.1143,-13.6241
113,0.339433,-0.572619,0.746252,29.8582,10.5853,-15.564,31.5437,10.892,-16.0952,31.5437,11.4463,-15.67
114,0.339432,-0.746252,0.572619,28.1728,14.8999,-10.4517,29.8582,15.7589,-10.3312,28.1728,15.2277,-10.0245
115,0.339433,-0.746253,0.572619,29.8582,14.2529,-12.294,31.5437,14.6867,-12.7277,31.5437,15.1119,-12.1735
116,0.339433,-0.869029,0.359964,28.1728,17.0973,-6.23914,29.8582,17.8959,-5.90048,28.1728,17.3033,-5.7417
117,0.339433,-0.869029,0.359963,29.8582,16.9491,-8.18613,31.5437,17.4804,-8.49285,31.5437,17.7477,-7.84746
118,0.339433,-0.932583,0.122774,28.1728,18.1295,-1.60144,29.8582,18.8133,-1.06763,28.1728,18.1998,-1.06763
119,0.339433,-0.932583,0.122774,29.8582,18.4903,-3.52043,31.5437,19.0829,-3.6792,31.5437,19.1741,-2.98662
120,0.339432,-0.932583,-0.122777,28.1728,17.9263,3.14539,29.8582,18.4485,3.83798,28.1728,17.856,3.6792
121,0.339433,-0.932583,-0.122777,29.8582,18.7714,1.38517,31.5437,19.3849,1.38517,31.5437,19.2937,2.07776
122,0.339433,-0.869029,-0.359965,28.1728,16.5013,7.67787,29.8582,16.8266,8.48203,28.1728,16.2953,8.17531
123,0.339433,-0.869029,-0.359963,29.8582,17.7733,6.19638,31.5437,18.3659,6.35516,31.5437,18.0985,7.00055
124,0.339433,-0.746252,-0.572619,28.1728,13.9519,11.6871,29.8582,14.0579,12.5481,28.1728,13.6241,12.1143
125,0.339433,-0.746252,-0.572619,29.8582,15.564,10.5853,31.5437,16.0952,10.892,31.5437,15.67,11.4463
126,0.339432,-0.572619,-0.746252,28.1728,10.4517,14.8999,29.8582,10.3312,15.7589,28.1728,10.0245,15.2277
127,0.339433,-0.572619,-0.746253,29.8582,12.294,14.2529,31.5437,12.7277,14.6867,31.5437,12.1735,15.1119
128,0.339433,-0.359964,-0.869029,28.1728,6.23914,17.0973,29.8582,5.90048,17.8959,28.1728,5.7417,17.3033
129,0.339433,-0.359963,-0.869029,29.8582,8.18613,16.9491,31.5437,8.49285,17.4804,31.5437,7.84746,17.7477
130,0.339433,-0.122774,-0.932583,28.1728,1.60144,18.1295,29.8582,1.06763,18.8133,28.1728,1.06763,18.1998
131,0.339433,-0.122774,-0.932583,29.8582,3.52043,18.4903,31.5437,3.6792,19.0829,31.5437,2.98662,19.1741
132,0.339432,0.122777,-0.932583,28.1728,-3.14539,17.9263,29.8582,-3.83798,18.4485,28.1728,-3.6792,17.856
133,0.339433,0.122777,-0.932583,29.8582,-1.38517,18.7714,31.5437,-1.38517,19.3849,31.5437,-2.07776,19.2937
134,0.339433,0.359965,-0.869029,28.1728,-7.67787,16.5013,29.8582,-8.48203,16.8266,28.1728,-8.17531,16.2953
135,0.339433,0.359963,-0.869029,29.8582,-6.19638,17.7733,31.5437,-6.35516,18.3659,31.5437,-7.00055,18.0985
136,0.339433,0.572619,-0.746252,28.1728,-11.6871,13.9519,29.8582,-12.5481,14.0579,28.1728,-12.1143,13.6241
137,0.339433,0.572619,-0.746252,29.8582,-10.5853,15.564,31.5437,-10.892,16.0952,31.5437,-11.4463,15.67
138,0.339432,0.746252,-0.572619,28.1728,-14.8999,10.4517,29.8582,-15.7589,10.3312,28.1728,-15.2277,10.0245
139,0.339433,0.746253,-0.572619,29.8582,-14.2529,12.294,31.5437,-14.6867,12.7277,31.5437,-15.1119,12.1735
140,0.339433,0.869029,-0.359964,28.1728,-17.0973,6.23914,29.8582,-17.8959,5.90048,28.1728,-17.3033,5.7417
141,0.339433,0.869029,-0.359963,29.8582,-16.9491,8.18613,31.5437,-17.4804,8.49285,31.5437,-17.7477,7.84746
142,0.339433,0.932583,-0.122774,28.1728,-18.1295,1.60144,29.8582,-18.8133,1.06763,28.1728,-18.1998,1.06763
143,0.339433,0.932583,-0.122774,29.8582,-18.4903,3.52043,31.5437,-19.0829,3.6792,31.5437,-19.1741,2.98662
144,0.155129,-0.979443,-0.128947,43.6,22.3151,1.52865,45.35,22.5922,1.52865,45.35,22.4916,2.29297
145,0.155129,-0.979443,-0.128946,41.85,21.7549,3.67815,43.6,21.9314,4.44247,41.85,21.6637,4.37074
146,0.155128,-0.912696,-0.37805,41.85,20.0616,9.1834,43.6,20.0344,9.96738,41.85,19.7943,9.82879
147,0.155129,-0.912695,-0.378052,43.6,21.159,7.25212,45.35,21.4268,7.32386,45.35,21.1318,8.0361
148,0.155129,-0.783749,-0.601392,41.85,17.0012,14.0628,43.6,16.772,14.813,41.85,16.576,14.617
149,0.155128,-0.783749,-0.601392,43.6,18.5611,12.4814,45.35,18.8011,12.62,45.35,18.3318,13.2316
150,0.155128,-0.601392,-0.783749,41.85,12.7822,17.9839,43.6,12.3666,18.6492,41.85,12.228,18.4091
151,0.155128,-0.601392,-0.783749,43.6,14.6982,16.86,45.35,14.8942,17.056,45.35,14.2826,17.5253
152,0.155129,-0.37805,-0.912695,41.85,7.69208,20.6794,43.6,7.11843,21.2144,41.85,7.04669,20.9467
153,0.155128,-0.378052,-0.912695,43.6,9.83368,20.0897,45.35,9.97227,20.3298,45.35,9.26003,20.6248
154,0.155128,-0.128946,-0.979443,41.85,2.07776,21.9656,43.6,1.38517,22.3339,41.85,1.38517,22.0568
155,0.155129,-0.128945,-0.979443,43.6,4.299,21.9503,45.35,4.37074,22.2181,45.35,3.60641,22.3187
156,0.155129,0.128946,-0.979443,41.85,-3.67815,21.7549,43.6,-4.44247,21.9314,41.85,-4.37074,21.6637
157,0.155129,0.128947,-0.979443,43.6,-1.52865,22.3151,45.35,-1.52865,22.5922,45.35,-2.29297,22.4916
158,0.155128,0.37805,-0.912696,41.85,-9.1834,20.0616,43.6,-9.96738,20.0344,41.85,-9.82879,19.7943
159,0.155129,0.378052,-0.912695,43.6,-7.25212,21.159,45.35,-7.32386,21.4268,45.35,-8.0361,21.1318
160,0.155129,0.601392,-0.783749,41.85,-14.0628,17.0012,43.6,-14.813,16.772,41.85,-14.617,16.576
161,0.155128,0.601392,-0.783749,43.6,-12.4814,18.5611,45.35,-12.62,18.8011,45.35,-13.2316,18.3318
162,0.155128,0.783749,-0.601392,41.85,-17.9839,12.7822,43.6,-18.6492,12.3666,41.85,-18.4091,12.228
163,0.155128,0.783749,-0.601392,43.6,-16.86,14.6982,45.35,-17.056,14.8942,45.35,-17.5253,14.2826
164,0.155129,0.912695,-0.37805,41.85,-20.6794,7.69208,43.6,-21.2144,7.11843,41.85,-20.9467,7.04669
165,0.155128,0.912695,-0.378052,43.6,-20.0897,9.83368,45.35,-20.3298,9.97227,45.35,-20.6248,9.26003
166,0.155128,0.979443,-0.128946,41.85,-21.9656,2.07776,43.6,-22.3339,1.38517,41.85,-22.0568,1.38517
167,0.155129,0.979443,-0.128945,43.6,-21.9503,4.299,45.35,-22.2181,4.37074,45.35,-22.3187,3.60641
168,0.155129,0.979443,0.128947,43.6,-22.3151,-1.52865,45.35,-22.5922,-1.52865,45.35,-22.4916,-2.29297
169,0.155129,0.979443,0.128946,41.85,-21.7549,-3.67815,43.6,-21.9314,-4.44247,41.85,-21.6637,-4.37074
170,0.155128,0.912696,0.37805,41.85,-20.0616,-9.1834,43.6,-20.0344,-9.96738,41.85,-19.7943,-9.82879
171,0.155129,0.912695,0.378052,43.6,-21.159,-7.25212,45.35,-21.4268,-7.32386,45.35,-21.1318,-8.0361
172,0.155129,0.783749,0.601392,41.85,-17.0012,-14.0628,43.6,-16.772,-14.813,41.85,-16.576,-14.617
173,0.155128,0.783749,0.601392,43.6,-18.5611,-12.4814,45.35,-18.8011,-12.62,45.35,-18.3318,-13.2316
174,0.155128,0.601392,0.783749,41.85,-12.7822,-17.9839,43.6,-12.3666,-18.6492,41.85,-12.228,-18.4091
175,0.155128,0.601392,0.783749,43.6,-14.6982,-16.86,45.35,-14.8942,-17.056,45.35,-14.2826,-17.5253
176,0.155129,0.37805,0.912695,41.85,-7.69208,-20.6794,43.6,-7.11843,-21.2144,41.85,-7.04669,-20.9467
177,0.155128,0.378052,0.912695,43.6,-9.83368,-20.0897,45.35,-9.97227,-20.3298,45.35,-9.26003,-20.6248
178,0.155128,0.128946,0.979443,41.85,-2.07776,-21.9656,43.6,-1.38517,-22.3339,41.85,-1.38517,-22.0568
179,0.155129,0.128945,0.979443,43.6,-4.299,-21.9503,45.35,-4.37074,-22.2181,45.35,-3.60641,-22.3187
180,0.155129,-0.128946,0.979443,41.85,3.67815,-21.7549,43.6,4.44247,-21.9314,41.85,4.37074,-21.6637
181,0.155129,-0.128947,0.979443,43.6,1.52865,-22.3151,45.35,1.52865,-22.5922,45.35,2.29297,-22.4916
182,0.155128,-0.37805,0.912696,41.85,9.1834,-20.0616,43.6,9.96738,-20.0344,41.85,9.82879,-19.7943
183,0.155129,-0.378052,0.912695,43.6,7.25212,-21.159,45.35,7.32386,-21.4268,45.35,8.0361,-21.1318
184,0.155129,-0.601392,0.783749,41.85,14.0628,-17.0012,43.6,14.813,-16.772,41.85,14.617,-16.576
185,0.155128,-0.601392,0.783749,43.6,12.4814,-18.5611,45.35,12.62,-18.8011,45.35,13.2316,-18.3318
186,0.155128,-0.783749,0.601392,41.85,17.9839,-12.7822,43.6,18.6492,-12.3666,41.85,18.4091,-12.228
187,0.155128,-0.783749,0.601392,43.6,16.86,-14.6982,45.35,17.056,-14.8942,45.35,17.5253,-14.2826
188,0.155129,-0.912695,0.37805,41.85,20.6794,-7.69208,43.6,21.2144,-7.11843,41.85,20.9467,-7.04669
189,0.155128,-0.912695,0.378052,43.6,20.0897,-9.83368,45.35,20.3298,-9.97227,45.35,20.6248,-9.26003
190,0.155128,-0.979443,0.128946,41.85,21.9656,-2.07776,43.6,22.3339,-1.38517,41.85,22.0568,-1.38517
191,0.155129,-0.979443,0.128945,43.6,21.9503,-4.299,45.35,22.2181,-4.37074,45.35,22.3187,-3.60641
192,0,0.991445,0.130526,51.6,-22.82,-6.1146,51.35,-23.0212,-4.58595,51.6,-23.0212,-4.58595
193,0,0.991445,0.130526,50.6,-23.4237,-1.52865,50.6,-23.625,0,50.85,-23.4237,-1.52865
194,0,0.92388,0.382683,50.6,-22.23,-7.53907,50.6,-22.82,-6.1146,50.85,-22.23,-7.53907
195,0,0.92388,0.382683,51.6,-20.4599,-11.8125,51.35,-21.0499,-10.388,51.6,-21.0499,-10.388
196,0,0.793353,0.608762,50.6,-19.5212,-13.0357,50.6,-20.4599,-11.8125,50.85,-19.5212,-13.0357
197,0,0.793353,0.608762,51.6,-16.7054,-16.7054,51.35,-17.644,-15.4822,51.6,-17.644,-15.4822
198,0,0.608762,0.793353,50.6,-15.4822,-17.644,50.6,-16.7054,-16.7054,50.85,-15.4822,-17.644
199,0,0.608762,0.793353,51.6,-11.8125,-20.4599,51.35,-13.0357,-19.5212,51.6,-13.0357,-19.5212
200,0,0.382683,0.92388,50.6,-10.388,-21.0499,50.6,-11.8125,-20.4599,50.85,-10.388,-21.0499
201,0,0.382683,0.92388,51.6,-6.1146,-22.82,51.35,-7.53907,-22.23,51.6,-7.53907,-22.23
202,0,0.130526,0.991445,50.6,-4.58595,-23.0212,50.6,-6.1146,-22.82,50.85,-4.58595,-23.0212
203,0,0.130526,0.991445,51.6,-6.69242e-15,-23.625,51.35,-1.52865,-23.4237,51.6,-1.52865,-23.4237
204,0,-0.130526,0.991445,50.6,1.52865,-23.4237,50.6,-6.69242e-15,-23.625,50.85,1.52865,-23.4237
205,0,-0.130526,0.991445,51.6,6.1146,-22.82,51.35,4.58595,-23.0212,51.6,4.58595,-23.0212
206,0,-0.382683,0.92388,50.6,7.53907,-22.23,50.6,6.1146,-22.82,50.85,7.53907,-22.23
207,0,-0.382683,0.92388,51.6,11.8125,-20.4599,51.35,10.388,-21.0499,51.6,10.388,-21.0499
208,0,-0.608762,0.793353,50.6,13.0357,-19.5212,50.6,11.8125,-20.4599,50.85,13.0357,-19.5212
209,0,-0.608762,0.793353,51.6,16.7054,-16.7054,51.35,15.4822,-17.644,51.6,15.4822,-17.644
210,0,-0.793353,0.608762,50.6,17.644,-15.4822,50.6,16.7054,-16.7054,50.85,17.644,-15.4822
211,0,-0.793353,0.608762,51.6,20.4599,-11.8125,51.35,19.5212,-13.0357,51.6,19.5212,-13.0357
212,0,-0.92388,0.382683,50.6,21.0499,-10.388,50.6,20.4599,-11.8125,50.85,21.0499,-10.388
213,0,-0.92388,0.382683,51.6,22.82,-6.1146,51.35,22.23,-7.53907,51.6,22.23,-7.53907
214,0,-0.991445,0.130526,50.6,23.0212,-4.58595,50.6,22.82,-6.1146,50.85,23.0212,-4.58595
